given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,id,given_name_n,surname_n,address_1_n,address_2_n,suburb_n,state_n,date_of_birth_n,postcode_n,block_key,cluster_id
eden,tiller,10.0,diamantina crescent,retirement village,thornlie,4114,nsw,19150724.0,7743837,id6127139373,eden,tiller,diamantina crescent,retirement village,thornlie,nsw,1970-01-01,4114,4114_ti,1780
gabrielle,walpole,4.0,namadgi circuit,,bibra ake,2234,nsw,19560330.0,1950180,id7468025052,gabrielle,walpole,namadgi circuit,,bibra ake,nsw,1970-01-01,2234,2234_wa,1781
quinn,godfrey,21.0,duffy street,ardersier,highton,3165,vic,19450122.0,3298961,id7212767446,quinn,godfrey,duffy street,ardersier,highton,vic,1970-01-01,3165,3165_go,67
jack,broadby,8.0,davies place,glanworth station,colonel light gardens,2226,nsw,19190411.0,9327822,id8370572072,jack,broadby,davies place,glanworth station,colonel light gardens,nsw,1970-01-01,2226,2226_br,1782
mia,stephenson,37.0,niviso n place,treetops,wangaratta,3137,sa,19631225.0,2780926,id4216669603,mia,stephenson,niviso n place,treetops,wangaratta,sa,1970-01-01,3137,3137_st,899
joshua,joannou,37.0,ivo whitton circuit,docker river community,maribyrnong,2540,nsw,19260424.0,5951556,id6303243007,joshua,joannou,ivo whitton circuit,docker river community,maribyrnong,nsw,1970-01-01,2540,2540_jo,1783
samara,wiling,,,coolinda,concord,3765,nsw,19270204.0,1045315,id0630971514,samara,wiling,,coolinda,concord,nsw,1970-01-01,3765,3765_wi,1784
eliza,reid,7.0,kallar close,,woolgoolga,4213,nsw,19410915.0,3791254,id4983367735,eliza,reid,kallar close,,woolgoolga,nsw,1970-01-01,4213,4213_re,1785
mitchell,david,86.0,filshie close,bellbird ctge,avondale heights,6107,qld,19990325.0,5476289,id3478536072,mitchell,david,filshie close,bellbird ctge,avondale heights,qld,1970-01-01,6107,6107_da,1786
marcus,wardle,50.0,gilmore crrscent,brightlingpark,edithvale,3104,sa,19991212.0,6017101,id0336568340,marcus,wardle,gilmore crrscent,brightlingpark,edithvale,sa,1970-01-01,3104,3104_wa,1787
neve,thandi,232.0,mcmasterstreet,brinjvrry,belmont north,3134,qlf,19901230.0,7760403,id8559058300,neve,thandi,mcmasterstreet,brinjvrry,belmont north,qlf,1970-01-01,3134,3134_th,1788
whitbe,alexa-rose,22.0,warregocircuit,burnslde,bayswater,3040,nt,19300526.0,2502613,id8933926136,whitbe,alexa rose,warregocircuit,burnslde,bayswater,nt,1970-01-01,3040,3040_al,1789
gillian,quan,3.0,michie street,berkeley village,altona meadows,6026,vic,19160330.0,3026496,id6556445564,gillian,quan,michie street,berkeley village,altona meadows,vic,1970-01-01,6026,6026_qu,1790
cameron,matson,19.0,gratwick street,beltrasna angus stud,manly vale,6232,nsw,19361207.0,8252225,id5634717232,cameron,matson,gratwick street,beltrasna angus stud,manly vale,nsw,1970-01-01,6232,6232_ma,1791
kimberly,rau,8.0,mainwaring rich circuit,kinara,ravenshoe,3765,sa,19050218.0,1831670,id6691108973,kimberly,rau,mainwaring rich circuit,kinara,ravenshoe,sa,1970-01-01,3765,3765_ra,1792
kayne,de voga,25.0,cannan crescent,glen rock,rivett,4020,vic,19581106.0,7272068,id4478975599,kayne,de voga,cannan crescent,glen rock,rivett,vic,1970-01-01,4020,4020_de,1793
roles,brooklyn,115.0,davice place,lassa an,aubrun,3216,vic,19540701.0,7584791,id7677737273,roles,brooklyn,davice place,lassa an,aubrun,vic,1970-01-01,3216,3216_br,1794
ethan,pringle,1571.0,o'connell street,,urana,5108,tas,19510914.0,6472293,id6528040284,ethan,pringle,o'connell street,,urana,tas,1970-01-01,5108,5108_pr,689
maxin,hewson,,ammon place,inglweood,ivanhoe,5048,vic,19781215.0,7902006,id7376112987,maxin,hewson,ammon place,inglweood,ivanhoe,vic,1970-01-01,5048,5048_he,1363
callum,durovic,2.0,aronson crescent,hillcrest specialist centre,macquarie fields,3163,qld,19680331.0,5462842,id1503514842,callum,durovic,aronson crescent,hillcrest specialist centre,macquarie fields,qld,1970-01-01,3163,3163_du,1795
rqznan,philpott,70.0,southwood retreat,tieve tara,lalor,2177,sa,19530921.0,6393449,id1909044199,rqznan,philpott,southwood retreat,tieve tara,lalor,sa,1970-01-01,2177,2177_ph,1796
melissa,redmond,11.0,alroy circuit,braemore,long jetty,4852,sa,19501114.0,7547575,id1692056700,melissa,redmond,alroy circuit,braemore,long jetty,sa,1970-01-01,4852,4852_re,1797
mackinley,giordano,93.0,oman p alce,locn i192,parmelia,3084,wa,19710708.0,5830377,id7835335098,mackinley,giordano,oman p alce,locn i192,parmelia,wa,1970-01-01,3084,3084_gi,1798
lachlan-john,rivers,5.0,perier place,oakdale,ringlod,4313,nsw,19960904.0,8718844,id2686707587,lachlan john,rivers,perier place,oakdale,ringlod,nsw,1970-01-01,4313,4313_ri,995
giuliana,hanna,91.0,vanzetti crescent,rowethorpe,doubleview,3088,vic,19351025.0,5468422,id6587116694,giuliana,hanna,vanzetti crescent,rowethorpe,doubleview,vic,1970-01-01,3088,3088_ha,1799
michael,wuchatsch,66.0,meeha n garden,medical centre,dianella,4700,wa,19190110.0,1614304,id5573234898,michael,wuchatsch,meeha n garden,medical centre,dianella,wa,1970-01-01,4700,4700_wu,329
joshua,torzillo,92.0,maclaurin crescent,glubbaan,hawthorn,2148,nsw,,1090709,id9187200009,joshua,torzillo,maclaurin crescent,glubbaan,hawthorn,nsw,,2148,2148_to,1800
samuel,dorsey,,enid lorimer circuit,st cl airapark,seaforth,2260,wa,19991030.0,9013163,id9382627569,samuel,dorsey,enid lorimer circuit,st cl airapark,seaforth,wa,1970-01-01,2260,2260_do,1306
zachary,clarke,2.0,port jacksonc ircuit,masonic memor ial village,minchinbury,4470,sa,19731003.0,4301149,id4828554963,zachary,clarke,port jacksonc ircuit,masonic memor ial village,minchinbury,sa,1970-01-01,4470,4470_cl,746
isabelle,kaminskas,6.0,isis close,west holme,port augusta,2765,qld,19060622.0,3745351,id9946228418,isabelle,kaminskas,isis close,west holme,port augusta,qld,1970-01-01,2765,2765_ka,63
flynn,crdsp,,nambucca street,,sandy bay,2786,vic,19761117.0,2624663,id6240119090,flynn,crdsp,nambucca street,,sandy bay,vic,1970-01-01,2786,2786_cr,1801
lauren,finlay,19.0,colefax place,beauchapm street,chinchilla,4807,act,19020608.0,3951342,id5171146943,lauren,finlay,colefax place,beauchapm street,chinchilla,act,1970-01-01,4807,4807_fi,1802
kaitlin,fitzpatrick,4.0,tenison-woods circuit,,corrimal east,2099,vic,19790109.0,4932458,id0171709562,kaitlin,fitzpatrick,tenison woods circuit,,corrimal east,vic,1970-01-01,2099,2099_fi,1106
sean,matth ews,19.0,,marandyvale,camden south,5051,sa,19520805.0,2832579,id4393347386,sean,matth ews,,marandyvale,camden south,sa,1970-01-01,5051,5051_ma,1803
sybella,veit,46.0,gilirukcrescent,surfers hawaiian,oakleigh,2176,qld,19760820.0,4954146,id0016015396,sybella,veit,gilirukcrescent,surfers hawaiian,oakleigh,qld,1970-01-01,2176,2176_ve,1804
bradley,koebut,5.0,werriwa ur escent,the old parsonage,calista,4205,wa,,7572011,id0913203553,bradley,koebut,werriwa ur escent,the old parsonage,calista,wa,,4205,4205_ko,1805
jack,browne,23.0,hartley street,macdonald downs station old homestead,st agbans,3055,qld,19530825.0,8223201,id4783983537,jack,browne,hartley street,macdonald downs station old homestead,st agbans,qld,1970-01-01,3055,3055_br,1100
david,huddy,40.0,mina wylicerescent,,thornbury,3281,qld,19840327.0,3069553,id1487114093,david,huddy,mina wylicerescent,,thornbury,qld,1970-01-01,3281,3281_hu,747
christian,walch,27.0,coombestreet,warraview,,5008,nsw,19930222.0,1670806,id5642835466,christian,walch,coombestreet,warraview,,nsw,1970-01-01,5008,5008_wa,253
palu,coleman,35.0,fisk street,,north ryde,2170,sa,19940821.0,7652642,id9928731105,palu,coleman,fisk street,,north ryde,sa,1970-01-01,2170,2170_co,1806
william,stubbs,36.0,kingsmill street,lambar,canterbury,2260,wa,19340903.0,9667086,id8168702445,william,stubbs,kingsmill street,lambar,canterbury,wa,1970-01-01,2260,2260_st,1185
lushia,bishop,8.0,damala street,st francis vlge,kia ora,6163,nsw,19281214.0,1153545,id0501721039,lushia,bishop,damala street,st francis vlge,kia ora,nsw,1970-01-01,6163,6163_bi,1807
keljsy,charman,46.0,hobbs street,cornuo cpia,tomakin,4820,vic,19940729.0,1026581,id6743951406,keljsy,charman,hobbs street,cornuo cpia,tomakin,vic,1970-01-01,4820,4820_ch,1808
lucy,stubbs,64.0,ringrose crescent,the park,st huberts island,5007,wa,19261116.0,7685033,id0283548133,lucy,stubbs,ringrose crescent,the park,st huberts island,wa,1970-01-01,5007,5007_st,1809
chlvoe,wasley,148.0,mclachlann crescent,merri banks,upper coomera,6148,qld,19630503.0,5069158,id1666554890,chlvoe,wasley,mclachlann crescent,merri banks,upper coomera,qld,1970-01-01,6148,6148_wa,1810
jatod,mccarthy,297.0,kanbipl ace,,osborne park,2166,nsw,19400029.0,6158276,id0555293948,jatod,mccarthy,kanbipl ace,,osborne park,nsw,1970-01-01,2166,2166_mc,1059
bianca,dixon,12.0,enid lorimer circuit,,woodbridge,6021,wa,19921029.0,3197244,id6987390762,bianca,dixon,enid lorimer circuit,,woodbridge,wa,1970-01-01,6021,6021_di,1811
ronan,anthomy,100.0,newman morris circuit,old lake hotel,chittering,2148,vic,19710321.0,5778625,id8871265561,ronan,anthomy,newman morris circuit,old lake hotel,chittering,vic,1970-01-01,2148,2148_an,1812
anthony,mollnad,27.0,wakelin circuit,watchorns hill,boulder,3956,vic,19850826.0,6482481,id1128074975,anthony,mollnad,wakelin circuit,watchorns hill,boulder,vic,1970-01-01,3956,3956_mo,1638
george,hpoe,76.0,kitchener street,g i brahmaq stud,nanneella,6530,vic,19760629.0,9882299,id0554577483,george,hpoe,kitchener street,g i brahmaq stud,nanneella,vic,1970-01-01,6530,6530_hp,1813
jett,colegatye,55.0,hampton vircuit,gibraltar,st albans,6011,nsw,19021119.0,1742749,id8523953208,jett,colegatye,hampton vircuit,gibraltar,st albans,nsw,1970-01-01,6011,6011_co,1666
,de paoli,72.0,neumayers treet,riverlandw village,prospect,2452,nsw,19990313.0,1420240,id2464084937,,de paoli,neumayers treet,riverlandw village,prospect,nsw,1970-01-01,2452,2452_de,402
charlotte,shelley,90.0,cromwell circuit,wombat hill,noble park,2026,vic,19780711.0,2664293,id3130285548,charlotte,shelley,cromwell circuit,wombat hill,noble park,vic,1970-01-01,2026,2026_sh,1262
thomas,meadows,13.0,bridge place,lyndon lodge,malvern east,2794,wa,19840422.0,1641632,id0576531350,thomas,meadows,bridge place,lyndon lodge,malvern east,wa,1970-01-01,2794,2794_me,1814
jesse,tenant,33.0,baldwin drive,anzac house (cnr a rrher s street,mansiield,2500,nsw,19760607.0,9948416,id4330510414,jesse,tenant,baldwin drive,anzac house cnr a rrher s street,mansiield,nsw,1970-01-01,2500,2500_te,834
hannah,kruck,70.0,scott street,gorge creek orchards,penguin,2256,nt,19670618.0,1640872,id7559654831,hannah,kruck,scott street,gorge creek orchards,penguin,nt,1970-01-01,2256,2256_kr,1815
jed,dulko,696.0,adair street,ahwahnee,berwick,3977,vic,19730628.0,8132882,id3991968218,jed,dulko,adair street,ahwahnee,berwick,vic,1970-01-01,3977,3977_du,1816
spy ke,morrison,172.0,magenta square,parklands village,geraldton,3352,qld,19061014.0,7686370,id8304045268,spy ke,morrison,magenta square,parklands village,geraldton,qld,1970-01-01,3352,3352_mo,1817
lochlan,coulson,17.0,holland street,hamilton,carina heights,4800,nsw,19350112.0,9019052,id3613424364,lochlan,coulson,holland street,hamilton,carina heights,nsw,1970-01-01,4800,4800_co,1818
kelsy,berryman,25.0,badimara street,garden est,toronato,3146,qld,19121016.0,3676248,id3471678085,kelsy,berryman,badimara street,garden est,toronato,qld,1970-01-01,3146,3146_be,657
lydia,blake,3.0,elimatta street,foreshore caravan park,cunnamlula,5082,vic,19300602.0,5723847,id3406372683,lydia,blake,elimatta street,foreshore caravan park,cunnamlula,vic,1970-01-01,5082,5082_bl,1613
flynn,cresp,,nambucca street,,sandy bay,2768,vic,19761117.0,2624663,id1541318235,flynn,cresp,nambucca street,,sandy bay,vic,1970-01-01,2768,2768_cr,627
indynaa,stagoll,13.0,stockdale street,norfolk park,morwell,4102,qld,19951212.0,3143553,id0050809899,indynaa,stagoll,stockdale street,norfolk park,morwell,qld,1970-01-01,4102,4102_st,1819
sophie,reid,37.0,hawkins close,greenhills,toowong,2267,wa,19210624.0,9022097,id3335555319,sophie,reid,hawkins close,greenhills,toowong,wa,1970-01-01,2267,2267_re,1820
nicholas,cavanaugh,9.0,rodway street,canberra hse,cronulka,3130,wa,19560111.0,2181923,id0290167844,nicholas,cavanaugh,rodway street,canberra hse,cronulka,wa,1970-01-01,3130,3130_ca,1344
zara,stanley,2.0,paul coe crescent,koah lodge,surry hills,4132,nsw,19971117.0,1275004,id8060763855,zara,stanley,paul coe crescent,koah lodge,surry hills,nsw,1970-01-01,4132,4132_st,1584
connor,nguyen,11.0,lance hill avenue,,sale,2261,nsw,19860623.0,1825594,id3908732943,connor,nguyen,lance hill avenue,,sale,nsw,1970-01-01,2261,2261_ng,1821
brinlmey,white,21.0,boobialal street,sheep station,,2830,qld,19241214.0,2042443,id5060930333,brinlmey,white,boobialal street,sheep station,,qld,1970-01-01,2830,2830_wh,1822
keziah,painter,18.0,ainsli e avenue,sec 1,torquay,3205,vic,19191031.0,7801066,id6268909610,keziah,painter,ainsli e avenue,sec 1,torquay,vic,1970-01-01,3205,3205_pa,1823
dante,campbell,,scantleburycrescent,,rochester,3011,sa,19570319.0,7815398,id6627835322,dante,campbell,scantleburycrescent,,rochester,sa,1970-01-01,3011,3011_ca,629
gianni,dooley,38.0,ashburton circuit,,ryde,6025,qld,19371212.0,5854405,id7632497366,gianni,dooley,ashburton circuit,,ryde,qld,1970-01-01,6025,6025_do,1486
hannah,white,47.0,waratah street,school house,greensborough,3066,vic,19240312.0,9879908,id7191451293,hannah,white,waratah street,school house,greensborough,vic,1970-01-01,3066,3066_wh,1824
vlahodimos,isabelka,406.0,balfourcrescent,kersey h south,dutson,6026,nsw,19490615.0,3827946,id6176035085,vlahodimos,isabelka,balfourcrescent,kersey h south,dutson,nsw,1970-01-01,6026,6026_is,1825
ellen,dixon,69.0,litchfield place,killara lodge,mill prak,4051,wa,19710129.0,9305219,id5904162325,ellen,dixon,litchfield place,killara lodge,mill prak,wa,1970-01-01,4051,4051_di,1826
jenna,campbell,12.0,degraves crescent,numby,bendalong,3249,qld,19771103.0,5401331,id2302870732,jenna,campbell,degraves crescent,numby,bendalong,qld,1970-01-01,3249,3249_ca,1456
maliah,rickett,1.0,sinclair street,brumby's run,salisbury east,3070,nsw,19040824.0,3712385,id0352594900,maliah,rickett,sinclair street,brumby's run,salisbury east,nsw,1970-01-01,3070,3070_ri,511
amy,miteff,6.0,john cleland crescent,barkool,blackheath,2036,qld,19160228.0,2583902,id2739626390,amy,miteff,john cleland crescent,barkool,blackheath,qld,1970-01-01,2036,2036_mi,231
zach,mcgregor,182.0,,crowden,campsie,3301,vic,19620412.0,2892153,id5210385723,zach,mcgregor,,crowden,campsie,vic,1970-01-01,3301,3301_mc,1827
zachary,rollins,16.0,fimister circuit,wathonga,brown hill,5032,nsw,,2423787,id2304527661,zachary,rollins,fimister circuit,wathonga,brown hill,nsw,,5032,5032_ro,1828
eliza,rundle,19.0,warabin crescent,east road,mermaid waters,2644,nsw,19480101.0,9904533,id7048903730,eliza,rundle,warabin crescent,east road,mermaid waters,nsw,1970-01-01,2644,2644_ru,1829
jack,mcneeley,35.0,keverstone circuit,royal queensland yacht squadron,brighton-le-sands,4720,wa,19880329.0,1834993,id7033207767,jack,mcneeley,keverstone circuit,royal queensland yacht squadron,brighton le sands,wa,1970-01-01,4720,4720_mc,1830
jasmine,royle,46.0,minehan ptlace,geregarow station,werrington,5162,nsw,19240524.0,8590831,id4458426898,jasmine,royle,minehan ptlace,geregarow station,werrington,nsw,1970-01-01,5162,5162_ro,1831
logan,green,11.0,marloc k street,kersley mews,anula,6233,nsw,19440514.0,2837625,id7366094694,logan,green,marloc k street,kersley mews,anula,nsw,1970-01-01,6233,6233_gr,217
isabella,millar,34.0,sherwood xaircuit,jasmime lodge,east maitland,4055,vic,19401025.0,5762876,id6657897784,isabella,millar,sherwood xaircuit,jasmime lodge,east maitland,vic,1970-01-01,4055,4055_mi,1832
taliah,hadaj,56.0,templeton street,ningana,hahndorf,6056,vic,19180612.0,2935070,id1816139559,taliah,hadaj,templeton street,ningana,hahndorf,vic,1970-01-01,6056,6056_ha,1833
tanar,george,77.0,britten-jones drive,roskhil,torquay,331,nsw,,5067972,id6481842085,tanar,george,britten jones drive,roskhil,torquay,nsw,,0331,0331_ge,1834
charlotte,hyland,25.0,madsen place,leisure living vlge,clarinda,3108,qld,19460401.0,9354762,id8065413782,charlotte,hyland,madsen place,leisure living vlge,clarinda,qld,1970-01-01,3108,3108_hy,47
shandril,bristow,171.0,yiman street,locn10045,emu plains,4868,vic,,7819868,id3252385182,shandril,bristow,yiman street,locn10045,emu plains,vic,,4868,4868_br,1835
alexander,mccrathy,1.0,collings street,balalastation,blakehurst,2931,qld,19280419.0,1582861,id6260196038,alexander,mccrathy,collings street,balalastation,blakehurst,qld,1970-01-01,2931,2931_mc,1836
isabekla,hendricks,6.0,colborne place,dog rock shoppi ng centre,north rde,2900,nsw,19770129.0,9899655,id5254458976,isabekla,hendricks,colborne place,dog rock shoppi ng centre,north rde,nsw,1970-01-01,2900,2900_he,1837
madison,white,18.0,enright crescent,mystra,invemay,3081,wa,19071011.0,9715765,id8229065566,madison,white,enright crescent,mystra,invemay,wa,1970-01-01,3081,3081_wh,1838
michaela,scrimgeour,6.0,bootle place,lillydale,mount stuart,3931,qld,19190908.0,7520570,id7125454926,michaela,scrimgeour,bootle place,lillydale,mount stuart,qld,1970-01-01,3931,3931_sc,1839
samuel,stephenson,148.0,hirschfeld crescent,bandicoot ridge,north ryde,4426,vic,19970715.0,8717077,id8398643459,samuel,stephenson,hirschfeld crescent,bandicoot ridge,north ryde,vic,1970-01-01,4426,4426_st,1840
jessica,braithwaite,76.0,alroy circuit,killuke,kogarah,2766,qld,19730805.0,4116919,id5300951505,jessica,braithwaite,alroy circuit,killuke,kogarah,qld,1970-01-01,2766,2766_br,1841
olivia,artis,12.0,marcusclarke street,lakeroad,mill park,3173,nsw,19190302.0,2211444,id9719831314,olivia,artis,marcusclarke street,lakeroad,mill park,nsw,1970-01-01,3173,3173_ar,615
oliver,vassiliotis,39.0,mortimer le wis drive,hattah-k ulkyne,leongatha,5022,nsw,19910804.0,4669127,id7671239246,oliver,vassiliotis,mortimer le wis drive,hattah k ulkyne,leongatha,nsw,1970-01-01,5022,5022_va,1535
amelia,hillary,4.0,mackellar crescent,burnside,ashfield,2034,qld,19970102.0,2137478,id1858768882,amelia,hillary,mackellar crescent,burnside,ashfield,qld,1970-01-01,2034,2034_hi,1842
weller,ebony,23.0,allunga,woollum street,surrey hills,2870,qld,19700106.0,2182752,id7802679403,weller,ebony,allunga,woollum street,surrey hills,qld,1970-01-01,2870,2870_eb,1843
jordan,green,21.0,gamburra street,john flynn me dical centre,bomaderry,6055,nsw,,3646581,id4578118213,jordan,green,gamburra street,john flynn me dical centre,bomaderry,nsw,,6055,6055_gr,1844
matthew,mason,,willoughby crescent,spq cajp,avalon,6171,qld,,2444851,id2693706509,matthew,mason,willoughby crescent,spq cajp,avalon,qld,,6171,6171_ma,1845
julis,gascoigne,43.0,langdon avenue,clarkwood,bunbury,5163,nsw,19090104.0,4002060,id3241082393,julis,gascoigne,langdon avenue,clarkwood,bunbury,nsw,1970-01-01,5163,5163_ga,1371
charlotte,wasley,53.0,eyre street,milm illand,cronulla,2546,wa,19931004.0,3205989,id8174059825,charlotte,wasley,eyre street,milm illand,cronulla,wa,1970-01-01,2546,2546_wa,1846
marcus,wardle,50.0,gilmore crescent,brightling park,edithvale,3104,sa,19991212.0,6017101,id3448409313,marcus,wardle,gilmore crescent,brightling park,edithvale,sa,1970-01-01,3104,3104_wa,1787
joel,vassiliotis,39.0,mortimer leqis drive,hattah-kulkyne,taree,5022,nsw,19910804.0,4669127,id6115346477,joel,vassiliotis,mortimer leqis drive,hattah kulkyne,taree,nsw,1970-01-01,5022,5022_va,1535
danny,petersen,12.0,owen dixon drive,rawdon hill,minto,3029,wa,19441022.0,6090944,id4527945098,danny,petersen,owen dixon drive,rawdon hill,minto,wa,1970-01-01,3029,3029_pe,1847
westbrook,stephanie,13.0,badimara street,kindlian,mount pleasant,2010,act,19520107.0,7788330,id6558136985,westbrook,stephanie,badimara street,kindlian,mount pleasant,act,1970-01-01,2010,2010_st,1848
benjamni,camens,7.0,upacottsges,harrison street,lindfield,4505,qld,19750706.0,3523836,id7673826633,benjamni,camens,upacottsges,harrison street,lindfield,qld,1970-01-01,4505,4505_ca,1849
bradley,clarke,40.0,sharwood crescent,lynd hurat,ringwood,3959,wa,19510302.0,8586164,id5383162496,bradley,clarke,sharwood crescent,lynd hurat,ringwood,wa,1970-01-01,3959,3959_cl,162
